"id","published","category","sectionOrder","title","code","termCode","term","termLabel","programs","programTagsDisplay","credits","instructorName","instructorSlug","instructorUrl","subtitle","descriptionShort","descriptionMore","tstCode","format","meetingDay","meetingTime","syllabusUrl","requiredBooks","prerequisites","cstcArea","certificateTags","enrolmentNotes","registrationEmail","lastDateToRegister","maxEnrolment","partnerNote","updatedAt"
"wittgenstein-language-the-phi-0eb4c","FALSE","immersive","","Wittgenstein: Language & the Philosophy of Religion","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2017-09-14"
"biblical-foundations-ed9b7","FALSE","core","","Biblical Foundations","","","","","mws","MWS","3 Credits","","","","","","","","","","","","","","","","","","","","","2017-09-13"
"the-divine-at-risk-open-theis-e29e9","FALSE","immersive","","The Divine (at) Risk: Open Theism, Classical Theism and Beyond","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2017-09-13"
"matter-body-and-gender-in-the-t-c48e7","FALSE","immersive","","Matter, Body and Gender in the Thought of Hildegard of Bingen, Bernardus Sylvestris, Alan of Lille and Thomas Aquinas","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2017-09-12"
"with-out-reason-art-and-imagina-d1b19","FALSE","immersive","","With/Out Reason: Art and Imagination in the Western Tradition","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2017-09-12"
"religion-life-and-society-refo-aa35b","FALSE","immersive","","Religion, Life and Society: Reformational Philosophy","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2017-09-11"
"ics-152803-f17-cdc8e","FALSE","immersive","","Psychotherapy and Counselling Education - Advanced","ICS 152803","F17","fall17","Fall 2017","tcpce","TCPCE","3 Credits","","","","","","","","","","","","","","","TCPCE","","","","","","2017-09-11"
"ics-152802-f17-768db","FALSE","immersive","","Psychotherapy and Counselling Education - Intermediate","ICS 152802","F17","fall17","Fall 2017","tcpce","TCPCE","3 Credits","","","","","","","","","","","","","","","TCPCE","","","","","","2017-09-11"
"psychotherapy-and-counselling-ed-ac497","FALSE","immersive","","Psychotherapy and Counselling Education - Basic","","","","","tcpce","TCPCE","3 Credits","","","","","","","","","","","","","","","TCPCE","","","","","","2017-09-11"
"ics-220603-w17-07f33","FALSE","immersive","","Hegel's Phenomenology of Spirit","ICS 220603","W17","winter17","Winter 2017","ma phd","MA, PhD","3 Credits","","","","","This will be a team-taught, intensive
course, in which we will study Hegel's distinctive, phenomenological project through
three works.  We will begin with the *Phenomenology of Spirit* itself, a rich
and colourful book that studies the ways in which experience is meaningful at
every level from immediate, sensory awareness, through interpersonal
relationships, to political and religious life. 
From this book, we will focus first on the studies of cognition and
self-knowledge, in which Hegel studies the basic, dynamic parameters of our
experiential life.  We will use this as a
foundation to study two other works by Hegel that fill out more fully some of
the ideas introduced in the later sections of the *Phenomenology of Spirit*.  We
will study the section on ""Objective Spirit"" in Hegel's *Encyclopaedia of the Philosophical Sciences* to investigate the
nature and forms of political life, and we will study his *Aesthetics* to investigate the nature of art and its role in human
life.  These latter studies will be
supplemented with readings from the *Phenomenology
of Spirit* on politics and religion.","The course meets Mondays from 10:00-3:00
and Tuesdays from 4:00-9:00 for 4 weeks.","","","","","","","","","","","","","","","2017-02-27"
"vocational-wayfinding-24417","FALSE","immersive","","Vocational Wayfinding","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","*Study ONLINE in Continuing Education or Degree Credit mode.*","*As a credit course *Vocational Wayfinding* is part of our Wayfinding Master of Worldview Studies program and is a credit level course for MWS, MA and PhD programs. The tuition fee in this mode is $900 for both modules.As a continuing education course *Vocational Wayfinding* is oriented towards professional and personal development and has no particular academic prerequisites. It can be taken individually or as part of a small discussion group in your church or school with prices ranging from $150 to $500 (depending on the number of modules and options you choose).

Click here for more details and registration information.*","","","","","","","*As a credit course *Vocational Wayfinding* is part of our Wayfinding Master of Worldview Studies program and is a credit level course for MWS, MA and PhD programs. The tuition fee in this mode is $900 for both modules.As a continuing education course *Vocational Wayfinding* is oriented towards professional and personal development and has no particular academic prerequisites. It can be taken individually or as part of a small discussion group in your church or school with prices ranging from $150 to $500 (depending on the number of modules and options you choose).

Click here for more details and registration information.*","","","","","","","","2017-01-09"
"leadership-vision-and-mission-72747","FALSE","immersive","","Leadership: Vision and Mission","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","Sergiovanni, Thomas J. (2004). The Lifeworld of Leadership: Creating Culture, Community, and Personal Meaning in Our Schools. San Francisco, CA: Jossey-Bass.","There is a 2013 review of this book, affirming its continuing relevance, at http://digitalcommons.lmu.edu/cgi/viewcontent.cgi?article=1576&context=ce

Stronks, Gloria Goris and Doug Blomberg (Eds.). (1993). A Vision with a Task: Christian Schooling for Responsive Discipleship. Grand Rapids, MI: Baker Books.","","","","","","","","","","","","","","","2017-01-09"
"pragmatism-and-religion-from-cl-368b3","FALSE","immersive","","Pragmatism and Religion: From Classical to Neo","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2017-01-05"
"god-sex-word-flesh-gender-theo-58266","FALSE","immersive","","God/Sex/Word/Flesh: Gender, Theology, and the Body","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2017-01-05"
"ids-archeology-power-and-trut-e8fdd","FALSE","immersive","","IDS: Archeology, Power and ""Truthtelling"" in Michel Foucault as Challenge to and Resource for Christian Thought","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2017-01-04"
"rhetoric-as-philosophy-from-isoc-9d97e","FALSE","immersive","","Rhetoric as Philosophy from Isocrates to the Age of Abelard and Heloise","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2017-01-03"
"ways-of-learning-69c2c","FALSE","immersive","","Ways of Learning","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2016-09-20"
"vocational-wayfinding-24417","FALSE","immersive","","Vocational Wayfinding","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","*Study ONLINE in Continuing Education or Degree Credit mode.*","*As a credit course *Vocational Wayfinding* is part of our Wayfinding Master of Worldview Studies program and is a credit level course for MWS, MA and PhD programs. The tuition fee in this mode is $900 for both modules.As a continuing education course *Vocational Wayfinding* is oriented towards professional and personal development and has no particular academic prerequisites. It can be taken individually or as part of a small discussion group in your church or school with prices ranging from $150 to $500 (depending on the number of modules and options you choose). 

Click here for more details and registration information.*","","","","","","","*As a credit course *Vocational Wayfinding* is part of our Wayfinding Master of Worldview Studies program and is a credit level course for MWS, MA and PhD programs. The tuition fee in this mode is $900 for both modules.As a continuing education course *Vocational Wayfinding* is oriented towards professional and personal development and has no particular academic prerequisites. It can be taken individually or as part of a small discussion group in your church or school with prices ranging from $150 to $500 (depending on the number of modules and options you choose). 

Click here for more details and registration information.*","","","","","","","","2016-09-19"
"christianity-and-the-ecological-116f8","FALSE","immersive","","Christianity and the Ecological Crisis","","","","","ma mws","MA, MWS","3 Credits","","","","","","","","","","","","","","","","","","","","","2016-09-19"
"community-faith-and-judgment-c211c","FALSE","immersive","","Community, Faith, and Judgment: Hannah Arendt and Religious Critique","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2016-09-15"
"facing-the-darkness-the-human-745ec","FALSE","immersive","","Facing the Darkness: The (Human) Nature of Evil","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2016-09-15"
"hermeneutics-and-deconstruction-855ff","FALSE","immersive","","Hermeneutics and Deconstruction","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2016-09-14"
"biblical-foundations-ed9b7","FALSE","core","","Biblical Foundations","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2016-09-14"
"the-aesthetics-of-compassion-d67cf","FALSE","immersive","","The Aesthetics of Compassion","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2016-09-13"
"nietzsche-foucault-and-the-gen-a98b2","FALSE","immersive","","Nietzsche, Foucault, and the Genealogical Approach to the History of Philosophy","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2016-09-13"
"religion-life-and-society-refo-aa35b","FALSE","immersive","","Religion, Life and Society: Reformational Philosophy","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2016-09-12"
"reading-romans-in-the-shadow-of-b4444","FALSE","immersive","","Reading Romans in the Shadow of Empire","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2016-07-11"
"coming-to-our-senses-art-faith-b99ed","FALSE","immersive","","Coming to Our Senses: Art, Faith and Embodiment","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2016-06-20"
"political-theology-and-the-secul-38533","FALSE","immersive","","Political Theology and the Secular State","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2016-06-20"
"practising-vocational-wayfinding-7c6a2","FALSE","immersive","","Practising Vocational Wayfinding","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","Parks, Sharon Daloz. Big Questions, Worthy Dreams: Mentoring Emerging Adults in Their Search for Meaning, Purpose, and Faith. Revised 10th Anniversary Edition. Jossey-Bass, 2011.","Smith, James K.A. Desiring the Kingdom: Worship, Worldview, and Cultural Formation. Baker, 2009.","","","","","","","","","","","","","","","2016-01-12"
"neon-bibles-and-broken-halleluja-5bee5","FALSE","immersive","","Neon Bibles and Broken Hallelujahs: Soundsings in Theology and Pop Culture","","","","","mws","MWS","3 Credits","","","","","Romanowski, William. Eyes Wide Open: Looking for God in Popular Culture. Grand Rapids, MI: Brazos, 2007.","Turnau, Ted. Popologetics: Popular Culture in Christian Perspective. Philipsburg, NJ: P & R Publishing, 2012","","","","","","","","","","","","","","","2016-01-11"
"in-medias-res-media-technology-79645","FALSE","immersive","","In Medias Res: Media, Technology, and Culture","","","","","mws","MWS","3 Credits","","","","","","","","","","","","","","","","","","","","","2016-01-11"
"wisdom-and-schooling-ab8b6","FALSE","immersive","","Wisdom and Schooling","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2016-01-11"
"for-the-love-of-wisdom-scriptur-45bf6","FALSE","immersive","","For the Love of Wisdom: Scripture, Philosophy, and Creation Order","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2016-01-08"
"philosophy-at-the-limit-richard-0358c","FALSE","immersive","","Philosophy at the Limit: Richard Kearney","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2016-01-07"
"ids-problem-historical-approach-0fb62","FALSE","immersive","","IDS: Problem-Historical Approaches to Philosophy, Theology, Psychology, and Art History","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2016-01-06"
"spiritual-exercise-as-christian-9796b","FALSE","immersive","","Spiritual Exercise as Christian Philosophy from Augustine to Bonaventure","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2016-01-05"
"democracy-and-diversity-50cac","FALSE","immersive","","Democracy and Diversity","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2016-01-04"
"meaning-and-method-c8712","FALSE","immersive","","Meaning and Method","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-09-22"
"they-looked-for-a-city-biblic-2b014","FALSE","immersive","","""They Looked for a City"": Biblical, Theological and Sociological Perspectives on the City from Ancient times to the Global Era","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-09-22"
"christianity-and-the-ecological-116f8","FALSE","immersive","","Christianity and the Ecological Crisis","","","","","ma mws","MA, MWS","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-09-22"
"curriculum-organising-the-world-0ab31","FALSE","immersive","","Curriculum: Organising the World for Learning","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-09-22"
"charles-taylor-and-the-religious-57d31","FALSE","immersive","","Charles Taylor and the Religious Imaginary","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-09-17"
"the-divine-at-risk-open-theis-be41c","FALSE","immersive","","The Divine (at) Risk: Open Theism, Clasical Theism and Beyond","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-09-17"
"twentieth-century-postmodern-the-aed5b","FALSE","immersive","","Twentieth-Century Postmodern Theories of (Inter)Subjectivity","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-09-16"
"biblical-foundations-ed9b7","FALSE","core","","Biblical Foundations","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-09-16"
"beauty-theology-ethics-or-aes-9ebe7","FALSE","immersive","","Beauty: Theology, Ethics, or Aesthetics?","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-09-15"
"aristotle-aquinas-and-the-schol-0f7a2","FALSE","immersive","","Aristotle, Aquinas and the Scholastic Approach to the History of Philosophy","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-09-15"
"religion-life-and-society-ref-08883","FALSE","immersive","","Religion, Life, and Society: Reformational Philosophy","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-09-14"
"art-in-orvieto-summer-intensive-daf30","FALSE","special","","ART in Orvieto Summer Intensive","","","","","","","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-06-29"
"religion-and-philosophy-at-the-e-cc534","FALSE","immersive","","Religion and Philosophy at the Extremes of Human Experience","","","","","mws","MWS","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-05-06"
"leadership-vision-and-mission-72747","FALSE","immersive","","Leadership: Vision and Mission","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-01-12"
"liberating-theologies-talking-a-1aa61","FALSE","immersive","","Liberating Theologies: Talking about God in the Context of Social (In)Justice","","","","","mws","MWS","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-01-12"
"birthpangs-of-the-new-creation-3acf8","FALSE","immersive","","Birthpangs of the New Creation: Judgment unto Salvation in the Book of Revelation","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-01-09"
"to-the-unknown-god-paul-and-s-86a31","FALSE","immersive","","""To the Unknown God"": Paul and Some Philosophers","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-01-08"
"grace-as-an-aesthetic-concept-c36e4","FALSE","immersive","","Grace as an Aesthetic Concept","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-01-08"
"the-radical-theopoetics-of-john-a5c34","FALSE","immersive","","The Radical Theopoetics of John D. Caputo","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-01-07"
"ids-aristotle-s-political-philo-6db63","FALSE","immersive","","IDS: Aristotle's Political Philosophy at the Crossroads of Ethics and History","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-01-07"
"reconsidering-kant-s-aesthetics-54125","FALSE","immersive","","Reconsidering Kant's Aesthetics","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-01-06"
"albert-the-great-meister-eckhar-58942","FALSE","immersive","","Albert the Great, Meister Eckhart and Women's Spirituality","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-01-06"
"faithful-thinking-and-world-orie-8e6e9","FALSE","immersive","","Faithful Thinking and World Orientation: Augustine, Aquinas, Dooyeweerd, Olthuis","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2015-01-06"
"ways-of-learning-69c2c","FALSE","immersive","","Ways of Learning","","","","","ma mws","MA, MWS","3 Credits","","","","","","","","","","","","","","","","","","","","","2014-09-15"
"religion-critical-theory-and-h-5626c","FALSE","immersive","","Religion, Critical Theory, and Habermas","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2014-09-11"
"god-sex-word-flesh-gender-theo-58266","FALSE","immersive","","God/Sex/Word/Flesh: Gender, Theology, and the Body","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2014-09-11"
"religion-life-society-reform-8ecaf","FALSE","immersive","","Religion, Life & Society: Reformational Philosophy","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2014-09-10"
"theories-of-truth-d151b","FALSE","immersive","","Theories of Truth","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2014-09-09"
"nature-supernature-miracle-in-22197","FALSE","immersive","","Nature, Supernature & Miracle in the Thought of Thomas Aquinas","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2014-09-09"
"biblical-foundations-ed9b7","FALSE","core","","Biblical Foundations","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2014-09-08"
"christianity-and-the-ecological-116f8","FALSE","immersive","","Christianity and the Ecological Crisis","","","","","ma mws","MA, MWS","3 Credits","","","","","","","","","","","","","","","","","","","","","2014-09-08"
"wisdom-and-schooling-ab8b6","FALSE","immersive","","Wisdom and Schooling","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2014-01-13"
"biblical-foundations-ed9b7","FALSE","core","","Biblical Foundations","","","","","mws","MWS","3 Credits","","","","","","","","","","","","","","","","","","","","","2014-01-13"
"the-nature-and-grace-of-modern-64b49","FALSE","immersive","","The Nature (and Grace) of Modern Theology","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2014-01-10"
"art-religion-and-theology-711c0","FALSE","immersive","","Art, Religion, and Theology","","","","","mws","MWS","3 Credits","","","","","","","","","","","","","","","","","","","","","2014-01-09"
"ricoeur-language-the-sacred-f92f5","FALSE","immersive","","Ricoeur, Language & the Sacred","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2014-01-09"
"ids-philosophy-and-education-t-3a577","FALSE","immersive","","IDS: Philosophy and Education: The Formation of Persons","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2014-01-08"
"with-out-reason-art-and-imagina-d1b19","FALSE","immersive","","With/Out Reason: Art and Imagination in the Western Tradition","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2014-01-07"
"creative-communication-culture-a5e93","FALSE","immersive","","Creative Communication: Culture, Art and Politics","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2013-09-16"
"curriculum-organising-the-world-0ab31","FALSE","immersive","","Curriculum: Organising the World for Learning","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","Dr. Doug Blomberg","","","","","","https://docs.google.com/document/d/1BKnwS6x-lpzm8fLE7f2lWYtNV2ujwLin4YNgNFjWQbo/pub","","","","","","","","","","2013-09-16"
"facing-the-darkness-the-human-745ec","FALSE","immersive","","Facing the Darkness: The (Human) Nature of Evil","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2013-09-13"
"wittgenstein-language-the-phi-0eb4c","FALSE","immersive","","Wittgenstein: Language & the Philosophy of Religion","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2013-09-12"
"religion-life-society-reform-8ecaf","FALSE","immersive","","Religion, Life & Society: Reformational Philosophy","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2013-09-11"
"theories-of-language-and-interpr-df069","FALSE","immersive","","Theories of Language and Interpretation: Gadamer, Kristeva, and Searle","","","","","ma phd","MA, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2013-09-10"
"biblical-foundations-ed9b7","FALSE","core","","Biblical Foundations","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","","","","","","","2013-09-09"
"christianity-and-ecological-cris-e4cfc","FALSE","immersive","","Christianity and Ecological Crisis","","","","","cstc ma mws phd","CSTC, MA, MWS, PhD","3 Credits","","","","","","","","","","","","","","","CSTC","","","","","","2013-01-14"
"biblical-foundations-ed9b7","FALSE","core","","Biblical Foundations","","","","","cstc mws","CSTC, MWS","3 Credits","","","","","This course will explore the Bible as the ongoing story of and for God and creation, paying special attention to the way in which God's story is intertwined with that of humanity and the world. In asking whether and in what way the Bible is also our story, we will attempt to identify which hermeneutical methods might help us discern its significance for present day life, including the academic enterprise.","Instructor: Jeffrey Hocking","","","","","https://docs.google.com/document/pub?id=1lWNkPe1-kzs5eX1hefHVLOmo5Z7GpRvKq8LDwiaWXNw","","","","CSTC","","","","","","2013-01-14"
"rhetoric-as-philosophy-from-isoc-9d97e","FALSE","immersive","","Rhetoric as Philosophy from Isocrates to the Age of Abelard and Heloise","","","","","ma phd","MA, PhD","3 Credits","","","","","This seminar examines
the ancient and medieval discipline of rhetoric and its practitioners' claim
that it represented a properly philosophical discourse.   It does so in terms of a selection of texts
drawn from the works of Isocrates, Plato, Aristotle, Cicero,  Augustine, Abelard and Heloise.   In the process, it explores the
relationship between affectivity and discursive validity with a view to the
effect such a focus has on our understanding of Greek and Latin philosophy,
patristic and medieval theology and their intertwined history.","Dr. Robert (Bob) Sweetman

Tuesdays 9:30am-12:30pm","","","","","https://docs.google.com/document/pub?id=1CubUrxeNr6k98HQgHW8EBO151eKogBSwz3odCa_eq18","","","","","","","","","","2013-01-08"
"ics220706-w13-f904f","FALSE","immersive","","Truth and Authenticity: Heidegger's Being and Time","ICS220706","W13","winter13","Winter 2013","ma phd","MA, PhD","3 Credits","","","","","Martin Heidegger's *Being and Time* proposes a
holistic conception of truth that can reconnect epistemology with cultural
practices and social institutions. Yet his conception seems to make personal or
communal ""authenticity"" the key to attaining truth. This seminar develops a
constructive critique of Heidegger's conception of truth by examining its
internal logic and its hermeneutical role.","","","","","","https://docs.google.com/document/pub?id=1UvQkc4esprN4jT7pQSegGARyniEIl1bewA4_6gOKuc4","","","","","","","","","","2013-01-07"
"ics220808-w13-15685","FALSE","immersive","","Thinking The World Of God: Religious Language Beyond Onto/theology","ICS220808","W13","winter13","Winter 2013","ma phd","MA, PhD","3 Credits","","","","","How
can the language of creation adequately reveal God if the God of creation
transcends creation? This perennial question has most often been approached
within an analogical view of language which presupposes an ontotheological view
of the God/world relationship. Attentive to the influence of the Great Chain of
Being on this view of (language for) the divine, we shall also examine whether
there has ever been a viable alternative. Is it possible to see transcendence
and immanence not as attributes of God and creation, respectively, but as facets
of creation and thus creational revelation?","","","","","","https://docs.google.com/document/pub?id=1lvi-re-bpLihwOg3shZDDglokByPqLTnXS76PA06KXU","","","","","","","","","","2013-01-04"
"pragmatism-and-religion-dewey-f2204","FALSE","immersive","","Pragmatism and Religion: Dewey, Rorty, and Stout","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","How does pragmatism's
central tenet, which states that the meaning and worth of ideas lies in their
practical consequences, comport with religious forms of life and the
understandings of morality they fund? 
Does pragmatism's suspicion regarding traditional ""supernaturalist""
theologies leave any space to think alternatively about God and the human
relationship with God?   What role do
pragmatists see for religion in a democratic society, if any?  In addressing these questions, this seminar
will focus on the work of John Dewey, Richard Rorty, and Jeffrey Stout.","Dr. Ron Kuipers

Wednesdays 9:30am-12:30pm","","","","","https://docs.google.com/document/pub?id=1oUPg1eVfibyhtz_mojStvzhAdUp1nzptpbQSCVY-P3w","","","","","","","","","","2013-01-03"
"ics-2400ac-w13-c2290","FALSE","immersive","","IDS: What Is This Thing Called Religion? Spiritual Difference, Secular Critique, and Human Maturity","ICS 2400AC","W13","winter13","Winter 2013","ma phd","MA, PhD","3 Credits","","","","","Our attitudes and approaches towards interfaith dialogue are fundamentally shaped by our understanding of the nature of religion. Is religion primarily a mater of faith, of beliefs, or of praxis? If religions are multi-dimensional phenomena, are some dimensions more important than others? Is religious commitment an authentic and indispensable facet of what it means to be fully human or a sign of inauthenticity and/or malformation? How might a distinction between true faith and false faith relate to a distinction between mature faith and immature faith? Is the category of 'quasi-religion' helpful? Do all religious (or would-be secular) positions have inclusive, exclusive, and pluralistic characteristics? Can human flourishing function as a criterion for evaluating different religious traditions? Can we formulate a vision of human maturity outside of a religious or quasi-religious tradition? In allowing questions such as the above to multiply and interact, we will explore the possibility that any viable model of religion that can help us find our way in a religiously complex and diverse world must resist premature reductionism and must be aware of the self-referential nature and implications of its investigations.","","","","","","https://docs.google.com/document/pub?id=18J_PHrHSYYrmtZixaF7WgcsIycXsUNjA6DxzcrC868E","","","","","","","","","","2013-01-02"
"ics220805-f12-a8cfa","FALSE","immersive","","The Ground Of Be(com)ing/The Horizon Of Hope: Creation, Time, Eschatology","ICS220805","F12","fall12","Fall 2012","ma phd","MA, PhD","3 Credits","","","","","After
being in eclipse for decades (and perhaps centuries), the doctrine of creation
has become a live concern in contemporary theology. In conversation with the
work of Jürgen Moltmann, and with reference to Herman Dooyeweerd's distinction
between the foundational and transcendental directions of time, we shall
explore the gift and promise of an eschatologically open model of creation.","","","","","","https://docs.google.com/document/pub?id=1jiwVWIX8Heg-4y9ctfhjQxu4Eh485LcxwMO6iR8IJRM","","","","","","","","","","2012-09-14"
"community-faith-and-judgment-c211c","FALSE","immersive","","Community, Faith, and Judgment: Hannah Arendt and Religious Critique","","","","","ma phd","MA, PhD","3 Credits","","","","","This seminar will examine the role intersubjectivity plays in Hannah Arendt's theory of judgment,in order to explore ways in which her insights might help us understand religious communities as communities of judgment. How do faith communities become sites from which to make critical judgments of society? How, in turn, can members of such communities learn from and respond to criticisms that come from outside their faith community?","Dr. Ron Kuipers

Thursdays 1:30pm-4:30pm","","","","","https://docs.google.com/document/pub?id=1x1m6FGGLDe2BOyOt_VpCi329LU4KGKyRZQUZosLLWu8","","","","","","","","","","2012-09-13"
"the-aesthetics-of-compassion-d67cf","FALSE","immersive","","The Aesthetics of Compassion","","","","","ma phd","MA, PhD","3 Credits","","","","","In light of the recent renewed interest in the meanings and mechanisms of empathy in such areas as ethics, visual studies, and the philosophy of mind, this course examines the place and role of compassion in the development of the Western aesthetics tradition. Considering a range of art theoretical texts, literature, and images for which the theme of compassion has been crucial, the course aims to clarify the ways in which the concept of compassion has been thought able to account for certain of the emotional and cognitive links that exist between an artwork and its audience.","Dr. Rebekah Smick

Thursdays 9:30am-12:30pm","","","","","https://docs.google.com/document/pub?id=1Mf4QRMeMGcxH13Iv9r4Y7jAHU5EW7WKGbuab4shtxrk","","","","","","","","","","2012-09-13"
"hegel-s-phenomenology-of-spirit-5ecff","FALSE","immersive","","Hegel's Phenomenology of Spirit","","","","","ma phd","MA, PhD","3 Credits","","","","","Dr. Shannon Hoff","Wednesdays 9:30am - 12:30pm","","","","","https://docs.google.com/document/pub?id=1tpUPWqNwnKrzpV1wJ3qmqMeFQE3-m8AL0J6PlYKJ7rA","","","","","","","","","","2012-09-12"
