id,published,sectionOrder,title,code,term,programs,credits,instructorName,instructorUrl,subtitle,descriptionShort,descriptionMore,tstCode,format,meetingDay,meetingTime,syllabusUrl,requiredBooks,prerequisites,cstcArea,certificateTags,enrolmentNotes,registrationEmail,lastDateToRegister,maxEnrolment,updatedAt
cultivating-learning-communities-5a49c,FALSE,,Cultivating Learning Communities of Belonging,260008,fall24,mael cstc,3 Credits,Dr. Edith van der Boom,https://faculty.icscanada.edu/evanderboom,,"This is a course for instructional leaders and administrators considering school and classroom cultures. Course content will include attention to social and cultural contexts, racial justice, Indigenous perspectives, human sexuality, restorative practices, and how these topics impact and form school and classroom cultures.","This course seeks to help students find clarity in answers to the following questions:
- What is the relationship between the daily behaviour of educational leaders and the cultures of schools?
- How do we awaken our students’ knowledge, creativity, and critical reflective capacities in our schools and classrooms?
- How do racism and other forms of oppression underlie achievement gaps and alienation within our schools?
- How can classroom learning be linked to larger movements seeking to effect change in the community?
- How can school culture be a vehicle for social change?
- How do we cultivate learning communities of belonging in our schools?",,Blended (Online Asynchronous/Synchronous),,,https://drive.google.com/file/d/1p-eWMNrgE4QaPXMRF-iXfCvW0ljz_7x_/view?usp=sharing,,,Areas 2 and 3,CSTC,"Dr. Edith van der Boom
ICSD 260008 F24*
Blended (Online Asynchronous/Synchronous)
(MA-EL)
Syllabus
Enrolment Notes:
To register for this course, email academic-registrar@icscanada.edu. Last date to register is September 6 (Note that the first class for this course takes place on September 12). Maximum enrolment of twelve (12) students. ICS reserves the right to decline registrations.
Approved for Area 2 or 3 of the CSTC*",academic-registrar@icscanada.edu,September 6,12,2024-06-03
ics-220508-f24-0358c,FALSE,,Philosophy at the Limit: Richard Kearney,220508,fall24,ma phd,3 Credits,Dr. Ronald A. Kuipers,http://faculty.icscanada.edu/rkuipers,,"A study of Kearney’s trilogy *Philosophy at the Limit*as well as his*Anatheism*, focusing on his exploration of that “frontier zone where narratives flourish and abound.” Participants will examine Kearney’s attempt to sketch a narrative eschatology that draws on the work of Heidegger, Levinas, Derrida, and Ricoeur.",,,Remote (Online Synchronous),Thursdays,2:00-5:00pm ET,https://docs.google.com/document/d/1Ox4eq8Clm9An3S5ETvD1bVWs_LiXBfYw/edit?usp=sharing&ouid=100038326117470711477&rtpof=true&sd=true,,,,,"To register for this course, email academic-registrar@icscanada.edu. Last date to register is September 13, 2024. ICS reserves the right to decline registrations.
Attention TST students:* if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.",academic-registrar@icscanada.edu,"September 13, 2024",,2024-06-03
ics-120801-220801-f24-745ec,FALSE,,Facing the Darkness: The (Human) Nature of Evil,120801 / 220801,fall24,ma mws phd,3 Credits,Dr. Nik Ansell,https://faculty.icscanada.edu/nansell,,"In this interdisciplinary theology seminar, we shall probe the origin and nature of evil by engaging key biblical, philosophical, psychological, and anthropological resources. Central to our discussions will be a sapiential (wisdom-oriented) re-reading of the Fall narrative of Genesis 3–4, set against the backdrop of the good, yet largely wild, creation of Genesis 1–2. In addition to surveying a variety of contemporary theodicies read up against the challenge offered by both “protest atheism” and the biblical lament literature (especially the book of Job), we shall also pay special attention to the correlation between victim and agent in the ongoing dynamics to “original sin” and to the concomitant role of fear in the construction of culture. In attending to evil’s (arguably) anthropocentric origin as a key to its present nature—which will prompt us to revisit our understanding of the primordial conditions of possibility along with the largely overlooked biblical connections between the Satan and the absolutization (and denaturing) of Justice—we shall also look ahead, via pondering the relationship between law and grace, to the promise of a (divine and human) judgment unto salvation.",,ICT3352H / ICT6352H L6201,Remote (Online Synchronous),Tuesdays,10:00am-1:00pm ET,https://docs.google.com/document/d/1mR5sj5yIQJ7kWxOTGBqSi6zQoS920eRT2JfzEaUiutc/edit?usp=sharing,,,,,"To register for this course, email academic-registrar@icscanada.edu. Last date to register is September 13, 2024. ICS reserves the right to decline registrations.
Attention TST students: if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.*",academic-registrar@icscanada.edu,"September 13, 2024",,2024-06-03
ics-1107ac-2107ac-f24-08883,FALSE,,"Religion, Life, and Society: Reformational Philosophy",1107AC / 2107AC,fall24,ma mws phd,3 Credits,Dr. Neal DeRoo,https://faculty.icscanada.edu/neal-deroo,,"An exploration of central issues in philosophy, as addressed by Herman Dooyeweerd, Dirk Vollenhoven, and the “Amsterdam School” of neoCalvinian thought. The course tests the relevance of this tradition for recent developments in Western philosophy. Special attention is given to critiques of foundationalism, metaphysics, and modernity within reformational philosophy and in other schools of thought.",,,Remote (Online Synchronous),Tuesdays,2:00-5:00pm ET,https://docs.google.com/document/d/18CfHF7ef0kohpH4w8xUZuk3H1pF7ZD9J/edit?usp=sharing&ouid=100038326117470711477&rtpof=true&sd=true,,,,,"To register for this course, email academic-registrar@icscanada.edu. Last date to register is September 13, 2024. ICS reserves the right to decline registrations.",academic-registrar@icscanada.edu,"September 13, 2024",,2024-06-03
the-aesthetics-of-compassion-d67cf,FALSE,,The Aesthetics of Compassion,120104 / 220104,fall24,ma mws phd,3 Credits,Dr. Rebekah Smick,https://faculty.icscanada.edu/rsmick,,"The emotion of “pity” (*eleos*) or “compassion” is at the heart of Athenian tragedy, the great forbear of Western tragic drama. For Aristotle, creating feelings of pity and fear in an audience was thought to provoke a catharsis of those emotions that enabled a positive moderation of our passionate natures. But, as George Steiner has observed, the subject matter of tragedy places those emotions in a register beyond the ordinary. As fundamental human responses to extraordinary human suffering, they signal the “core of dynamic negativity” that underwrites authentic tragedy. Raising the problem of human pain and fragility in the face of circumstances potentially beyond human control, representations of human suffering have a metaphysical and, more particularly, theological dimension that has long provoked philosophical interest in the dynamics of tragic drama. In this course, we will examine the interface between philosophy and works of tragic drama as that interface pertains to the psychology and aesthetics of compassion. Looking to such writers as Plato, Aristotle, Seneca, Augustine, Dante, Shakespeare, Dostoevsky, Friedrich Nietzsche and Simone Weil, we will investigate the place of compassion in Western philosophy and theology and the roles that art and imagination have played in the stimulation of compassionate response.",,ICH5751HF L0101,Remote (Online Synchronous),Thursdays,10:00am-1:00pm ET,https://docs.google.com/document/d/1IFV2Pk4nNIOxpzaYnuIbi2pXm9G5XpCe/edit?usp=sharing&ouid=100038326117470711477&rtpof=true&sd=true,,,,,"Dr. Rebekah Smick
ICS 120104 / 220104 F24
ICH5751HF L0101*
Remote (Online Synchronous)
Thursdays, 10:00am-1:00pm ET

(MWS, MA, PhD)

Syllabus

Enrolment Notes:
To register for this course, email academic-registrar@icscanada.edu. Last date to register is September 13, 2024. ICS reserves the right to decline registrations.
Attention TST students:* if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.",academic-registrar@icscanada.edu,"September 13, 2024",,2024-06-03
the-craft-of-reflective-practice-99acb,FALSE,,The Craft of Reflective Practice,132501 / 232501,fall24,mael mws cstc,3 Credits,Dr. Gideon Strauss,https://faculty.icscanada.edu/gstrauss,,"We humans make sense of things by telling stories. In this course we will learn how to do critical reflective practice, primarily by telling stories about our everyday professional lives. We will zoom in on the story of an ordinary day at work, and then zoom out to the story of our career to date, zoom out further to the story of our work community, and zoom out even further to the overarching story of God’s world. In the process we will learn qualitative research skills, receive an introduction to phenomenology (the philosophical study of lived experience), develop our own approach to praxis (that is, the craft of morally-oriented, theoretically-informed, and theory-generating critically reflective practice), and, most significantly, come to terms with who we are in what we do.",,,Blended (Online Asynchronous/Synchronous),,,https://docs.google.com/document/d/1a9X7Fy3tVIkGVzqLco25ZGkp8yrEKPwgdFy_uGtSLxQ/edit?usp=sharing,,,Area 2,CSTC,"ICSD 132501 / 232501 F24*
Blended (Online Asynchronous/Synchronous)

(MA-EL, MWS)

Syllabus

Enrolment Notes:
To register for this course, email academic-registrar@icscanada.edu. Last date to register is September 6 (Note that the first session for this course takes place on September 12). Maximum enrolment of twelve (12) students. ICS reserves the right to decline registrations.

Approved for Area 2 of the CSTC*",academic-registrar@icscanada.edu,September 6,12,2024-04-04
icsd-132904-232904-s24-52a2d,FALSE,,God of Solidarity: Liberation Theology as Social Movement,132904 / 232904,summer24,ma mws phd,3 Credits,Dean Dettloff,https://faculty.icscanada.edu/dean-dettloff,,"In the latter half of the 20th century, a wave of liberation movements swept across the globe as colonized and exploited people undertook seismic struggles for self-determination. These movements had a profound influence not only on global politics, but also on intellectual trends and the political left, for whom “the masses” took on new significance and previous orthodoxies seemed out of step with the times. Theology was no exception, and from the 1970s on Christian theology would not only reinterpret itself through the lens of liberation around the world, but would also become a primary organizing force in the struggle for liberation. While liberation theology is often studied for its doctrinal content, it is irreducibly social, historical, and political, emerging from and accountable to people’s movements. As a result, liberation theology was also severely disciplined by ecclesial and political power brokers. In this class, we will consider liberation theology in historical perspective, specifically in its Latin American expressions, examining its relationship to a revolution in global Christianity and revolutions in various political contexts. We will also consider the papacy of Pope Francis, looking at the rehabilitation of several liberation theologians since 2013, with an eye toward the future and legacy of liberation theology in the 21st century.",,,Remote (Online Synchronous),"Intensive, June 17 - July 24; Mondays & Wednesdays",7pm - 9pm ET,https://drive.google.com/file/d/11-pKxUyoWfWmdJp-8k-7q72Xjpqx1LWh/view?usp=sharing,,,,,"To register for this course, email academic-registrar@icscanada.edu. Last date to register is June 17, 2024. ICS reserves the right to decline registrations.
Attention TST students:* if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.",academic-registrar@icscanada.edu,"June 17, 2024",,2024-04-03
ics-153303-253303-s24-a4b43,FALSE,,"State, Society, and Religion in Hegel’s Philosophy",153303 / 253303,summer24,ma mws phd,3 Credits,Dr. Andrew Tebbutt,https://faculty.icscanada.edu/andrew-tebbutt,,"This course explores the interrelation of political, social, and religious life in the philosophy of G. W. F. Hegel. Readings will be drawn from Hegel’s lectures on art and religion, as well as his works Elements of the Philosophy of Right and Phenomenology of Spirit. We will explore the political and social conditions of human experience through the lens of what Hegel calls “objective spirit,” focusing in particular on how our freedom as self-conscious beings is enabled and supported by the domains of ethical life, law, and civil society. We will also explore Hegel’s account of the human engagement in “absolute spirit,” here attending to the distinctive practices of art and religion, and to how these practices are interwoven with social and political life. We will also consider Hegel’s role in the historical construction of the modern West’s category of religion, and on what is involved in thinking about religion and religious difference (and Hegel’s philosophy itself) beyond Eurocentrism.",,,Remote (Online Synchronous),"Intensive, May 7 - June 20, 2024; Tuesdays & Thursdays",1 pm - 3 pm ET,https://docs.google.com/document/d/1jf5RIsSMSMMRhotWRKOI85X9Mixoyv_U/edit?usp=sharing&ouid=100038326117470711477&rtpof=true&sd=true,,,,,"To register for this course, email academic-registrar@icscanada.edu. Last date to register May 3, 2024. Maximum enrolment of twelve (12) students. ICS reserves the right to decline registrations.
Attention TST students: if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.*",academic-registrar@icscanada.edu,2024-05-03 0:00:00,12,2024-02-24
art-religion-and-theology-art-abbad,FALSE,,"Art, Religion, and Theology (ART)",120102 / 220102; 1501VAA / 2501VAA,summer24,ma mws phd cstc,3 Credits,Dr. Rebekah Smick and David Holt,https://www.icscanada.edu/art-in-orvieto/personnel,,"*ART in Orvieto* is an advanced summer studies program in art, religion, and theology located in Orvieto, Italy, a magnificent hill town 90 minutes north of Rome. The program offers an ecumenical exploration of Christian understandings of the arts. It provides a three weeks residency designed for artists, graduate students in relevant fields, and other adult learners interested in engaging the intersection of art, religion, and theology.","For further details, please see the dedicated ART in Orvieto webpage.

Intensive, July 14 - August 3, 2024

Orvieto, Italy

(MWS, MA, PhD)

Art, Religion, and Theology: Theologies of Art in the Christian Tradition",ICH3350HS / ICH6350HS L4101; ICP3851HS / ICP6851HS 0101,,,,,,,Area 4,CSTC,"Instructions on how to apply are available on the program page. March 31, 2024 is the application deadline for courses in the ART in Orvieto summer program. ICS reserves the right reject applications when the maximum capacity has been reached.",,2024-03-31 0:00:00,,2024-02-21
ics-1107ac-2107ac-s24-8cf84,FALSE,,What's Christian About Christian Education?: Reformational Philosophy,1107AC / 2107AC,summer24,ma mael mws phd cstc,3 Credits,Dr. Neal DeRoo,https://faculty.icscanada.edu/neal-deroo,,"This course will offer you an opportunity to reflect about what it means to teach or educate “Christianly.” It will situate a Reformational understanding of Christian education within two distinct types of “context”: first, the “spirits of the age” that are at work influencing our shared modern, Canadian society; and second, the local context of the school you work at. The ‘spiritual’ context will help us see Christian education as an alternative, not simply to “secular” education, but to other patterns of spiritual formation, like consumerist education or workaholic education. The ‘local’ context will then allow us to discuss how Christian education can be ‘put to work’ in your day-to-day activities as a teacher or administrator. The goal is to give you time, space, and resources to develop a clearer understanding of how faith impacts education in general, and how your faith shapes what you do as an educator more specifically.",,,Remote (Online Synchronous),Dates/Time TBA,,https://docs.google.com/document/d/1iC6ySBkV0Fs-XkOIrFQnM-bD8cQDwirq/edit?usp=sharing&ouid=100038326117470711477&rtpof=true&sd=true,,,Area 2,CSTC,"To register for this course, email academic-registrar@icscanada.edu. Last date to register April 19, 2024. Maximum enrolment of twelve (12) students. ICS reserves the right to decline registrations.",academic-registrar@icscanada.edu,2024-04-19 0:00:00,12,2024-02-21
icsd-132504-260003-s24-74fc2,FALSE,,"Lead From Where You Are: Making a Difference in the Face of Tough Problems, Big Questions, and Organizational Politics",132504 / 260003,summer24,mael mws cstc,3 Credits,Dr. Gideon Strauss,https://faculty.icscanada.edu/gstrauss,,"Leadership is not about personality, authority, position, influence, or power as such. Leadership is an art, a craft, a practice, to which everyone is called sometime or other, in widely different situations. Leadership can be practiced with varying degrees of authority, from any position, at varying scales of influence, and with varying access to different sources of power. Leadership is the work of motivating a group of people to act in certain ways as they shape what they share.","In this course we will explore how to contribute leadership when we have a particular, recognized position of authority in a group, and also regardless of our position in a group. We will learn how to contribute leadership when our group has clear, commonly agreed-upon procedures and goals, and when there are not (or not yet) clear, commonly agreed-upon procedures and goals (so that we must practice imaginative discernment). We will learn how to contribute leadership both to make beneficial change happen and to ensure needed maintenance.",,Blended (Online Asynchronous/Synchronous),,,https://drive.google.com/file/d/1_rXfWebHL6R1EuHNxunvpctswz0DSgDQ/view?usp=sharing,,,Areas 2 and 4,CSTC,"To register for this course, email academic-registrar@icscanada.edu. Last date to register April 19, 2024. Maximum enrolment of twelve (12) students. ICS reserves the right to decline registrations.",academic-registrar@icscanada.edu,2024-04-19 0:00:00,12,2024-02-21
icsd-260001-s24-4c9e4,FALSE,,Called to Teach: Formation and Learning,260001,summer24,mael cstc,3 Credits,Dr. Edith van der Boom,https://faculty.icscanada.edu/evanderboom,,"*Called to Teach* is designed to inspire and support K-12 educators in their personal and professional journey of teaching and learning. Through this course, participants will explore their vocation as educators, reflecting on their teaching practice in the context of faith and spiritual disciplines. This inner journey invites educators to seek refreshment and renewal in their work while considering the formation and learning of their students.","The course aims to address these key questions:
- What is my calling as an educator?
- How can I intentionally live out my calling in teaching and leadership?",,Blended (Online Asynchronous/Synchronous),,,https://drive.google.com/file/d/1SQeub3v9KKwnTJ46psZziRJZbjDopwzZ/view?usp=sharing,,,Area 4,CSTC,"To register for this course, email academic-registrar@icscanada.edu. Last date to register April 19, 2024. Maximum enrolment of twelve (12) students. ICS reserves the right to decline registrations.",academic-registrar@icscanada.edu,2024-04-19 0:00:00,12,2024-02-21
ics-223001-w24-942d7,FALSE,,Issues in Phenomenology: Spirituality,223001,winter24,ma phd,3 Credits,Dr. Neal DeRoo,https://faculty.icscanada.edu/neal-deroo,,"This semester’s version of the “Issues in Phenomenology” course will centre on the issue of spirituality. Drawing on its German roots in Hegel and Husserl, the phenomenological notion of spirituality [*geistigkeit*] is understood to be a (perhaps *THE*) constitutive factor in all human social activity. The course will look at the introduction of this notion of spirituality in Hegel and its crucial re-development in Husserlian phenomenology. It will then trace the development of that term through Derrida’s reading of Heidegger in *Of Spirit* and into Michel Henry’s use of spirit in his notion of a “barbaristic” culture that he finds to be currently dominant in Western culture. We will end by examining the implications of this account of spirituality for our understanding of religion and of oppression (especially sexism and racism).",,,Remote (Online Synchronous),Thursdays,2pm - 5pm ET,https://docs.google.com/document/d/e/2PACX-1vSAkPIGffMOvywyVUfcEi7K2Gb2xwpzhH7S-IIDXP-_lchgTMfKc_JGqA3GiVhfRQ/pub,,,,,"To register for this course, email academic-registrar@icscanada.edu. Last date to register January 12, 2024. ICS reserves the right to decline registrations.
Attention TST students: if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.*",academic-registrar@icscanada.edu,2024-01-12 0:00:00,,2023-10-24
ics-120401-220401-w24-0f7a2,FALSE,,"Aristotle, Aquinas and the Scholastic Approach to the History of Philosophy",120401 / 220401,winter24,ma mws phd,3 Credits,Dr. Bob Sweetman,https://faculty.icscanada.edu/bsweetman,,"This seminar examines the scholastic approach to the history of philosophy exemplified by Etienne Gilson against the background of its foundation in the thought of Aristotle as it was appropriated by Thomas Aquinas in the thirteenth century. It examines the role that philosophy or theology's history plays in the conceptual constructions of scholastic thinkers, and what they think is truly first and deepest in the history they so study.",,ICH3313H / ICH6313H L6201,Remote (Online Synchronous),Wednesdays,10am - 1pm ET,https://docs.google.com/document/d/e/2PACX-1vSCloKqsx4cRzaNgYYdKpMjJHZa62MislZ3GAU9TX8514kAtUGaWWvbJ5XeHGeWsgSWL5FMmfiV_KtI/pub,,,,,"To register for this course, email academic-registrar@icscanada.edu. Last date to register January 12, 2024. ICS reserves the right to decline registrations.
Attention TST students: if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.*",academic-registrar@icscanada.edu,2024-01-12 0:00:00,,2023-10-24
ics-2400ac-w24-96ae4,FALSE,,Philosophical Inquiry and the Practices of Everyday Life: An Interdisciplinary Seminar on Philosophizing in a Time of Crisis (IDS),2400AC,winter24,ma phd,3 Credits,"Dr. Neal DeRoo, Dr. Gideon Strauss",https://faculty.icscanada.edu/neal-deroo,,"In the first chapter of his little book *Edith Stein: A Philosophical Prologue 1913-1922*(2006), Alasdair MacIntyre asks, “What would it have been in that period of German history in which Heidegger grew up, served his philosophical apprenticeship, and became the most influential of twentieth century German philosophers to have lived quite otherwise as a philosopher, to have consistently taken seriously both the implications for one’s life outside philosophy of one’s philosophical enquiries and the implications for one’s philosophy of one’s other activities?”","In this seminar we will explore the implications of philosophical inquiry for the everyday practices of philosophers as well as the implications of our everyday concerns for our philosophical practices, with particular attention to the relevance of our political circumstances for this exploration. We will do so with particular attention to the diverse examples offered by the early careers of three philosophers living through what Husserl called the ‘crisis’ of European thought and culture in the 1920s and 30s: Edith Stein, Martin Heidegger, and Herman Dooyeweerd. Both in our seminar conversations and in our written papers for this seminar we will consider what we may learn for our own practices from comparing these examples.",,Remote (Online Synchronous),Tuesdays,2pm - 5pm ET,https://docs.google.com/document/d/e/2PACX-1vTBvzxKTObNlYaEGdYAvqw_1mF7oX4Ks7E89AS3dTtol9D-N5V4oulXt1W_SkpHQ86vtagAcGlq5-77/pub,,,,,"To register for this course, email academic-registrar@icscanada.edu. Last date to register January 12, 2024. ICS reserves the right to decline registrations.
Attention TST students: if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.*",academic-registrar@icscanada.edu,2024-01-12 0:00:00,,2023-10-24
ics-253401-w24-818ac,FALSE,,"What Were the Women Up To? Elizabeth Anscombe, Philippa Foot, Mary Midgley, and Iris Murdoch",253401,winter24,ma phd,3 Credits,Michael Buttrey,https://faculty.icscanada.edu/mbuttrey,,"In the middle of the 20th century, four women at the University of Oxford began careers that would revolutionize the fields of ethics and analytic philosophy. Elizabeth Anscombe, Wittgenstein’s student and translator, integrated ordinary language philosophy with Aristotelian practical reasoning. Philippa Foot defended the objectivity of morality, invented the Trolley problem, and articulated a modern account of ethical naturalism. Mary Midgley challenged reductionism and sociobiology while developing a fulsome account of our relationship to non-human animals. Iris Murdoch, through story as much as treatise, brought analytic philosophy into conversation with Continental philosophy, Eastern philosophy, and Platonic moral realism. This seminar examines the philosophy and legacy of these four women, friends, pioneers, and philosophers.",,,Remote (Online Synchronous),Thursdays,10am - 1pm ET,https://docs.google.com/document/d/e/2PACX-1vSiMMUjCiW-oGQ4J-DZlJu5vOtkQHZPqDaX6qFD4tFsMKoFuS_5jsCcrS0SmDT8ZA/pub,,,,,"To register for this course, email academic-registrar@icscanada.edu. Last date to register January 12, 2024. ICS reserves the right to decline registrations.
Attention TST students: if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.*",academic-registrar@icscanada.edu,2024-01-12 0:00:00,,2023-10-24
icsd-260006-w24-32097,FALSE,,Transformative Teaching: The Role of a Christian Educator,260006,winter24,mael cstc,3 Credits,Dr. Edith van der Boom,https://faculty.icscanada.edu/evanderboom,,"*Transformative Teaching* is a course for instructional leaders as they consider their roles as Christian educators called to be transformers of society and culture by seeking justice for those who are marginalized and disenfranchised. In this course we will consider constructivism (a dominant educational theory in the twenty-first century that informs student-centred pedagogies such as Project Based Learning) through the lens of Scripture and investigate the assumptions that it makes. We will explore our calling as Christian educators to transform culture in our schools, local community, and the world.","This course seeks to help Christian educators find clarity in answers to the following questions:
- Context: Who am I called to be as a Christian educator in my particular place and time?
- Constructivism: How does constructivism inform my practice?
- Culture: What role does education play in creating culture?",,Blended (Online Asynchronous/Synchronous),,,https://docs.google.com/document/d/e/2PACX-1vS5SNI1sdGyIYq69GENEGhBvqTw_zpEehfURbakIFkCNxcwahpYUXnKWLlln6zQLZ_1OF36l_0jOdpt/pub,,,Area 2,CSTC,"To register for this course, email academic-registrar@icscanada.edu. Last date to register January 5, 2024. Maximum enrolment of twelve (12) students. ICS reserves the right to decline registrations.
Approved for Area 2 of the CSTC*",academic-registrar@icscanada.edu,2024-01-05 0:00:00,12,2023-10-18
ics-240811-w24-33cf2,FALSE,,God in Flesh and Blood: Revolutions in Christology,240811,winter24,ma phd,3 Credits,Dr. Nik Ansell,https://faculty.icscanada.edu/nansell,,"Although theologians often approach “Christology” by asking how Jesus of Nazareth might be best understood in terms of certain systematic concerns or doctrinal positions—a perspective that gives rise to questions such as: How are the divine and human natures of Christ related?, What are the merits of, or alternatives to, substitutionary atonement?, and How might a virginal conception thwart the transmission of original sin?—those who are more oriented to the discipline of “biblical theology” are more likely to prioritize how the New Testament portrayal of Jesus is related to the narrative movement—or movements—of the Hebrew Bible. This leads either to a different set of questions or (just as importantly) to a different angle on the kinds of questions asked above. This course, on potential revolutions in Christological thinking, will draw on contemporary NT scholarship in order to explore this latter approach.","To what extent do the OT themes of exile and return, old age and new age, help deepen our understanding of the birth and crucifixion of the Messiah? If the NT portrays the first followers of Jesus as worshipping him (and as doing so before and not just after the Resurrection), is it implicitly or explicitly calling us to worship Jesus’s humanity as well as his divinity? Does Mary’s encounter with Gabriel, who is a named presence in the Hebrew Bible/Old Testament only in the Book of Daniel, indicate that her conception of Jesus is to be read apocalyptically? Is it significant that Elizabeth initially greets Mary with words otherwise associated with Jael and Judith? These are some of the exegetical and theological questions we will consider in this engagement with issues at the edge, and at the heart, of contemporary Christology. Conversation partners will include: James Dunn (*Did the First Christians Worship Jesus?*), Jane Schaberg (*The Illegitimacy of Jesus)*, and N.T. Wright (*The Day the Revolution Began*).",ICT3201H / ICT6201 L6201,Remote (Online Synchronous),Tuesdays,10am - 1pm ET,https://docs.google.com/document/d/e/2PACX-1vThyqPKqFZNnq4D2D5djGiaK4k56cUcnvoaKqOya2keaNOqur8oIh0LFpVq7XUwy0OSi63cpsXwLZBi/pub,,NOTE: Completion of 1108AC or 2108AC is a prerequisite for enrolling in this course.,,,"To register for this course, email academic-registrar@icscanada.edu. Last date to register January 12, 2024. ICS reserves the right to decline registrations.
Attention TST students: if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.*",academic-registrar@icscanada.edu,2024-01-12 0:00:00,,2023-10-18
how-to-finance-a-vision-setting-2a265,FALSE,,How to Finance a Vision: Setting Direction and Managing Change within Financial Limitations,260007,winter24,mael,3 Credits,Dr. Gideon Strauss,https://faculty.icscanada.edu/gstrauss,,"*How to Finance a Vision* is a course for new and aspiring principals and leadership teams. The course provides frameworks and tools for leadership in making the connections between the vision of a school, the budgeting process, and fundraising.","The course starts with an introduction to Henri Nouwen’s spirituality of fundraising. It continues with an introduction to the basic financial documents that a principal should be able to read. It explores the art of communicating the story told by school budgets as a necessary element of fundraising. It concludes with the processes necessary to gain competency in working with both school boards and staffs (with an emphasis on financial and advancement staff) on the financial aspects of school management.

*How to Finance a Vision* is a remote learning course consisting of three synchronous discussions and three virtual school visits using online video and thirteen weeks of asynchronous online interaction.",,Blended (Online Asynchronous/Synchronous),,,https://docs.google.com/document/d/e/2PACX-1vSrdAbUPVMtYG_lhBmde5ga0ldWhVuyoF3mAUqwtHPB43QpQ6mj4V8JYrdk1j6xK4Sa-N3BpNw6BmUW/pub,,,,,"To register for this course, email academic-registrar@icscanada.edu. Last date to register January 5, 2024. Maximum enrolment of twelve (12) students. ICS reserves the right to decline registrations.",academic-registrar@icscanada.edu,2024-01-05 0:00:00,12,2023-10-18
ics-2105ac-w24-be0ac,FALSE,,Meaning/Being/Knowing: The Disciplinary and Interdisciplinary Implications of a Christian Ontology,2105AC,winter24,ma phd,3 Credits,Dr. Nik Ansell,https://faculty.icscanada.edu/nansell,,Course Description TBA,,,Remote (Online Synchronous),Thursday,6:00 - 9:00pm ET,https://docs.google.com/document/d/e/2PACX-1vS1q4iiBaDk_PTHDbkYetLEjUp6_S9Jz3xAT5CIUOHUOGg5FCeGpd5vXDPfpMSiYGyToEWPIp6rlmSK/pub,,NOTE: Completion of 1107AC or 2107AC is a prerequisite for enrolling in this course.,,,"To register for this course, email academic-registrar@icscanada.edu. Last date to register January 12, 2024. ICS reserves the right to decline registrations.
Attention TST students: if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.*",academic-registrar@icscanada.edu,2024-01-12 0:00:00,,2023-10-18
d9ad7cbc,TRUE,,Christian Deeper Learning,,,,,,,From Wonder to Inquiry to Practice,,,,,,,,,,,,,,,,2026-06-23T19:04:09.517Z
test-winter28-9jkva,TRUE,,Test,Test,winter28,ma mael mwse phd,3 Credits,Ding Don,https://dinggond,Test,Test,Test,,Online Synchronous,Friday,6-9pm,,,,,,,,,,2026-06-23T19:06:58.193Z
